pag,titulo,direccion,moneda,valor,tipo_inmueble,tipo_contrato,valor_en_pesos,direccion_procesada,latitude,longitude,place_id
https://portalinmobiliario.com/MLC-1565831073-departamento-amoblado-3d-y-1b-en-valle-volcanes-puerto-montt-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Departamento Amoblado 3d Y 1b En Valle Volcanes Puerto Montt,"Valle Volcanes, La Paloma, Puerto Montt, Los Lagos",$,570000,Departamentos,Arriendo,570000.0,"Valle Volcanes, La Paloma, Puerto Montt, Los Lagos",-41.4517884,-72.90819139999999,ChIJCX0pPIU6GJYRRsXgcaz33MI
https://portalinmobiliario.com/MLC-2820343742-arriendo-dpto-condominio-vista-cordillera-2-puerto-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Arriendo Dpto Condominio Vista Cordillera 2 Puerto,"Diagonal Laguna 1 4301, La Paloma, Puerto Montt, Los Lagos",$,500000,Departamentos,Arriendo,500000.0,"Diagonal Laguna 1 4301, La Paloma, Puerto Montt, Los Lagos",-41.4574493,-72.8938737,ChIJR0PoM74xGJYRsQyAVztSZN0
https://portalinmobiliario.com/MLC-2817663204-departamento-en-sector-exclusivo-de-puerto-montt-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Departamento En Sector Exclusivo De Puerto Montt,"Valle Volcanes, Puerto Montt, La Paloma, Puerto Montt, Los Lagos",$,550000,Departamentos,Arriendo,550000.0,"Valle Volcanes, Puerto Montt, La Paloma, Puerto Montt, Los Lagos",-41.4608148,-72.9229137,ChIJ5ceoOfU6GJYR340PTG_L-0A
https://portalinmobiliario.com/MLC-2803496146-departamento-en-arriendo-de-2-dorm-en-puerto-montt-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Departamento En Arriendo De 2 Dorm. En Puerto Montt,"Marta Colvin, Puerto Montt, Los Lagos",$,550000,Departamentos,Arriendo,550000.0,"Marta Colvin, Puerto Montt, Los Lagos",-41.4520355,-72.9384997,EixNYXJ0YSBDb2x2aW4sIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSIuKiwKFAoSCdHUyJrjOhiWEf_LYfp88_XWEhQKEgkH9CBpTToYlhHfyaV5WvGjhg
https://portalinmobiliario.com/MLC-2797834298-arrendamos-departamento-de-3d3b-en-ohiggins-puerto-montt-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Arrendamos Departamento De 3d3b En Ohiggins Puerto Montt,"Condominio Las Encinas De Seminario ,puerto Montt, Centro de Puerto Montt, Puerto Montt, Los Lagos",UF,1645,Departamentos,Arriendo,63228042.5,"Condominio Las Encinas De Seminario ,puerto Montt, Centro de Puerto Montt, Puerto Montt, Los Lagos",-41.4707328,-72.9463104,ChIJfwMlsqw7GJYRiAtToBq55zc
https://portalinmobiliario.com/MLC-2802346366-departamento-en-arriendo-amoblado-de-2-dorm-en-puerto-montt-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Departamento En Arriendo Amoblado De 2 Dorm. En Puerto Montt,"Valle Volcanes, La Paloma, Puerto Montt, Los Lagos",UF,1935,Departamentos,Arriendo,74374627.5,"Valle Volcanes, La Paloma, Puerto Montt, Los Lagos",-41.4517884,-72.90819139999999,ChIJCX0pPIU6GJYRRsXgcaz33MI
https://portalinmobiliario.com/MLC-2823387052-arrendamos-departamento-vista-al-mar-2d2b-en-puerto-montt-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Arrendamos Departamento Vista Al Mar 2d2b En Puerto Montt,"Condominio Terramar,pelluco, Puerto Montt, Los Lagos",UF,19,Departamentos,Arriendo,730293.5,"Condominio Terramar,pelluco, Puerto Montt, Los Lagos",-41.48480259999999,-72.9062297,ChIJ4VHK4Cw7GJYRHSuDUavP6fY
https://portalinmobiliario.com/MLC-2818867346-departamento-2d-2b-pelluco-puerto-montt-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,"Departamento 2d 2b ,pelluco Puerto Montt","Altos De Pelluco Ii, Puerto Montt, Los Lagos",$,520000,Departamentos,Arriendo,520000.0,"Altos De Pelluco Ii, Puerto Montt, Los Lagos",-41.4847814,-72.8943156,ChIJ--8aDGwxGJYRFDg5svtfmnw
https://portalinmobiliario.com/MLC-1564015375-arrendamos-departamento-gastos-comunes-incluidos-en-pelluco-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Arrendamos Departamento Gastos Comunes Incluidos En Pelluco,"Edificio Alto Pelluco Ii, Puerto Montt, Los Lagos",UF,1613,Departamentos,Arriendo,61998074.5,"Edificio Alto Pelluco Ii, Puerto Montt, Los Lagos",-41.4847814,-72.8943156,ChIJ--8aDGwxGJYRFDg5svtfmnw
https://portalinmobiliario.com/MLC-2823764644-ref14620-arriendo-hermoso-departamento-a-pasos-de-super-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Ref:14620** Arriendo Hermoso Departamento A Pasos De Super,"Vía Azul 930, Puerto Montt, Chile, 319, Puerto Montt, Los Lagos",$,550000,Departamentos,Arriendo,550000.0,"Vía Azul 930, Puerto Montt, Chile, 319, Puerto Montt, Los Lagos",-41.47782,-72.90367839999999,ChIJo4hcsXQ6GJYRKVkbwLS7fB8
https://portalinmobiliario.com/MLC-2826180514-arrendamos-departamento-2d2bpiscina-en-puerto-montt-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,"Arrendamos Departamento 2d2b,piscina En Puerto Montt","Condominio Encinas De Seminario, Centro de Puerto Montt, Puerto Montt, Los Lagos",UF,1587,Departamentos,Arriendo,60998725.5,"Condominio Encinas De Seminario, Centro de Puerto Montt, Puerto Montt, Los Lagos",-41.4707328,-72.9463104,ChIJfwMlsqw7GJYRiAtToBq55zc
https://portalinmobiliario.com/MLC-2828440918-departamento-amoblado-en-arriendo-de-2d-2-b-bosque-pucalan-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Departamento Amoblado En Arriendo De 2d 2 B Bosque Pucalan,"Parque Pucalan, La Paloma, Puerto Montt, Los Lagos",UF,1431,Departamentos,Arriendo,55002631.5,"Parque Pucalan, La Paloma, Puerto Montt, Los Lagos",-41.45083330000001,-72.9033333,ChIJneKw6I46GJYRvcbmZ2j7T7E
https://portalinmobiliario.com/MLC-2809116712-arriendo-depto-semi-amoblado-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=f33f13b7-5d0d-403d-973b-6f3479e5205e,Arriendo Depto Semi Amoblado,"Avenida San Javier 2012, Puerto Montt, Puerto Montt, Los Lagos",$,580000,Departamentos,Arriendo,580000.0,"Avenida San Javier 2012, Puerto Montt, Puerto Montt, Los Lagos",-41.4838287,-72.8934769,ChIJQQudh6YwGJYRtraf4Q6-QIc
